word,ax,ay
장풍,0.06684767454862595,-1.6372172832489014
악기,0.00908861868083477,-1.8714691400527954
개죽음,0.13146057724952698,-0.5853800773620605
기립,-0.023138897493481636,-0.8816062211990356
아비,0.22360047698020935,-1.577554702758789
이면,-0.02726682275533676,-0.552600085735321
등록,-0.02504073828458786,-0.5349782109260559
토,0.16109150648117065,-1.5449775457382202
실제,-0.007750147953629494,-1.7423118352890015
송,0.048764076083898544,-1.3257299661636353
조차,0.16304978728294373,-1.0923107862472534
주문,-0.057563185691833496,-0.4692113399505615
계열,-0.0679064616560936,-1.8474844694137573
일리,0.06365153938531876,-0.9363127946853638
실정,0.15936461091041565,-0.5955024361610413
사제지간,0.09779343754053116,-1.2068215608596802
밧줄,0.3071165084838867,-1.1800364255905151
낌새,0.30040040612220764,-0.5751698017120361
설치,0.19669322669506073,-1.125775694847107
이야기,-0.42732858657836914,-1.7506195306777954
이목,-0.13140173256397247,-0.6949512362480164
독고,0.39883309602737427,-1.408904790878296
총무,0.22645387053489685,-1.6579562425613403
염려,0.08061651140451431,-1.7884544134140015
진심,0.047017015516757965,-1.8316696882247925
대부분,0.22637920081615448,-1.7458462715148926
통,-0.3356950283050537,-1.8468637466430664
강호인,-0.01801224984228611,-1.1920833587646484
정윤,0.26648208498954773,-0.6501922011375427
비밀리에,-0.06344717741012573,-0.8506920337677002
실전,-0.23342253267765045,-1.9216910600662231
시주,0.13418006896972656,-0.5586420297622681
위력,0.20308464765548706,-1.830590009689331
진실,0.1983988881111145,-1.4171786308288574
꼭대기,0.0389731302857399,-0.8876670002937317
아침,-0.2914794087409973,-1.9337559938430786
그날,0.028751397505402565,-1.769366979598999
위로,0.4878777861595154,-1.5543972253799438
의기,0.13240812718868256,-0.5072874426841736
연마,-0.7176104187965393,-2.0818049907684326
겨를,-0.14545084536075592,-0.3133017122745514
판단,-0.0053496332839131355,-1.8060667514801025
폭력,-0.018085863441228867,-1.0561836957931519
만사형통,0.09666115045547485,-1.7000391483306885
실례,0.1087174117565155,-1.380382776260376
불빛,-0.01926109753549099,-0.8380863666534424
제외,0.15884053707122803,-1.9977991580963135
사과,0.2783629596233368,-0.6650550365447998
신뢰,0.07551856338977814,-0.5032081007957458
남해도,-0.0973220244050026,-1.247150182723999
모임,0.08902045339345932,-1.2866421937942505
애무,-0.06059020385146141,-0.28057345747947693
뇌,0.15920205414295197,-1.7533423900604248
호기심,0.2297731190919876,-1.5344252586364746
남궁,-0.5176333785057068,-1.8941181898117065
세가,-0.16360175609588623,-0.66782146692276
강물,0.14201250672340393,-1.5290310382843018
두려움,0.04659786820411682,-1.6567091941833496
이만저만,-0.0849052369594574,-0.5023698210716248
실력,-0.12502947449684143,-1.9105957746505737
광경,-0.32662680745124817,-1.8207818269729614
쇠,0.1799556016921997,-1.2918860912322998
배려,-0.06044870615005493,-1.271007776260376
별호,0.11574599891901016,-1.7988430261611938
감각,-0.11447613686323166,-1.360533356666565
방주,-0.9837341904640198,-1.9043662548065186
정이,0.09802792966365814,-2.0243842601776123
며칠,-0.0974770039319992,-1.79518723487854
성과,0.018517103046178818,-0.887736439704895
치아,0.0900898426771164,-1.3318971395492554
자락,0.44756388664245605,-1.6796225309371948
문파이,0.06559956073760986,-1.5549246072769165
정의,0.2912490963935852,-1.213094711303711
쇼,0.1489333212375641,-1.437308669090271
성공,0.2875189781188965,-1.1422863006591797
변용,0.1739472895860672,-1.7886985540390015
승부,0.020334510132670403,-1.91285240650177
여명,0.05184305086731911,-1.7695339918136597
활보,0.2031870037317276,-1.0238676071166992
누,0.11474580317735672,-1.232435941696167
정작,0.08377159386873245,-1.7497786283493042
색마,0.23414336144924164,-1.6399083137512207
작자,0.04777494817972183,-0.4166106581687927
눈,0.21195848286151886,-1.6083450317382812
군소,0.1399473249912262,-0.787441074848175
단전,0.5372471809387207,-1.4111415147781372
마실,0.08611150830984116,-1.6769285202026367
혐오,0.2069181650876999,-0.3219938576221466
동쪽,0.0663926973938942,-1.8289791345596313
해주,0.1329038441181183,-0.5421070456504822
자유자재,0.24254660308361053,-0.9773766398429871
수,-0.3057757318019867,-1.7411022186279297
대가리,0.0534534752368927,-1.396496057510376
숙,0.1647307425737381,-1.6232534646987915
출발,0.12032623589038849,-0.9302276968955994
자랑,0.06581967324018478,-1.7709293365478516
축복,-0.07543537020683289,-0.3999793231487274
발목,0.07201182097196579,-0.5860257744789124
달인,0.2523537874221802,-0.7862867116928101
순,0.8730651140213013,-1.7016745805740356
좌중,0.32394757866859436,-1.0260101556777954
수석,0.3181212246417999,-1.2150462865829468
지도,-0.17429664731025696,-1.7837166786193848
술,0.1790357083082199,-1.6546112298965454
심장,0.04818561673164368,-1.7129645347595215
파도,0.30573228001594543,-1.2889962196350098
누렁이,-0.03894951939582825,-0.7825541496276855
마당,-0.17482416331768036,-0.5837692618370056
숨,0.15253004431724548,-1.7512781620025635
신중,-0.03073379211127758,-0.4551311731338501
먼발치,0.17626073956489563,-0.32177749276161194
투,0.2314964085817337,-1.3436408042907715
초기,0.05706021189689636,-0.6812601089477539
숲,0.21447502076625824,-1.3808696269989014
현재,0.15912801027297974,-2.023252487182617
조천,0.17630720138549805,-1.637077808380127
감찰,0.05573565885424614,-1.0842511653900146
파편,-0.03513028845191002,-0.9534841775894165
손톱,-0.14131176471710205,-0.3081856667995453
경이,0.18336732685565948,-1.2340900897979736
한참,0.025618011131882668,-1.70577871799469
무위,0.3035775125026703,-1.2245757579803467
예의,0.12376858294010162,-1.2513976097106934
말투,0.03778749704360962,-1.8616852760314941
사부,-0.721690833568573,-1.7421263456344604
가치,0.03488975018262863,-1.2568761110305786
발가락,0.09358877688646317,-0.7136154174804688
외지,-0.09299740195274353,-0.5200212001800537
양피지,-0.19773779809474945,-0.23142114281654358
조경,-0.1371474713087082,-1.6823959350585938
벼락,0.38751816749572754,-1.236840844154358
회의,0.42173489928245544,-1.8519620895385742
단련,0.15920546650886536,-2.0076563358306885
한방,0.2925820052623749,-1.0488802194595337
보상,0.13158895075321198,-0.24193517863750458
계획,0.15057207643985748,-1.7651660442352295
어르신,0.02246233820915222,-1.7816431522369385
국수,0.07652587443590164,-0.617840588092804
생략,0.032528940588235855,-1.0731489658355713
돌변,0.22594554722309113,-0.9646453857421875
범벅,0.07413998246192932,-1.0254230499267578
호통,-0.07289579510688782,-1.0299922227859497
눈썹,-0.031129416078329086,-1.477889895439148
라면,0.1573369801044464,-0.7880554795265198
목적,0.15671154856681824,-1.9349329471588135
시진,-0.018511436879634857,-1.7424391508102417
주황색,0.27635765075683594,-1.434590220451355
대항,0.04213734716176987,-0.8464536070823669
넝쿨,0.5056262016296387,-1.6531885862350464
깊이,-0.21013662219047546,-1.9641414880752563
유언,2.509661135263741E-4,-0.5312343239784241
차지,0.06868185847997665,-1.311582088470459
당황,0.14184127748012543,-1.7808012962341309
숙소,0.21206000447273254,-1.155181646347046
약조,-0.12419251352548599,-1.3821699619293213
작전,0.34523025155067444,-1.190449595451355
감격,0.19223423302173615,-0.7540362477302551
진동,0.17847557365894318,-0.4095606803894043
차림,0.029220683500170708,-1.65468168258667
특기,0.1686239242553711,-1.6142961978912354
상문,0.0024557437282055616,-0.46573755145072937
느,0.16755560040473938,-1.7080490589141846
흉내,0.017197465524077415,-1.569001317024231
일명,0.19403178989887238,-1.773881196975708
출격,0.35680916905403137,-1.2659207582473755
세계,-0.06009020656347275,-2.0195627212524414
정적,0.20943120121955872,-1.1662533283233643
순서,0.351874977350235,-1.9805033206939697
늑대,0.0793592557311058,-1.0112930536270142
허벅지,0.26264652609825134,-1.219606637954712
강간,0.2954980432987213,-1.0941364765167236
혼인식,-0.12105415016412735,-0.44629669189453125
주가,-0.10108650475740433,-2.0701918601989746
강가,0.13869549334049225,-0.404487282037735
찻잔,-0.006011380348354578,-0.36267024278640747
흰머리,0.017070848494768143,-0.388165682554245
흥분,0.2185225635766983,-1.4118726253509521
불꽃,0.2021235078573227,-1.4487788677215576
은퇴,0.02887284755706787,-1.7262908220291138
버르장머리,0.09314709156751633,-1.5142059326171875
심정,0.22442011535167694,-1.7421391010284424
경쟁,0.1333441138267517,-1.0661449432373047
주방,-0.1114792451262474,-0.5697374939918518
따스함,0.28784364461898804,-0.5329912900924683
습,0.26236361265182495,-1.570143222808838
한번,0.07202795892953873,-1.726381778717041
환골탈태,0.11224662512540817,-0.7175207734107971
승,0.042135089635849,-1.8254235982894897
차질,0.0541837140917778,-1.2603716850280762
뒷모습,0.021599313244223595,-0.7155109643936157
양형,0.14074407517910004,-0.4897264838218689
작정,0.09886914491653442,-1.7772759199142456
틀,0.08738002926111221,-0.823247492313385
토끼,0.2507675886154175,-1.0516513586044312
틈,0.48482081294059753,-1.6950300931930542
니,0.23179471492767334,-0.7353919744491577
소식,0.05845049396157265,-1.8516278266906738
모종,0.1446344256401062,-1.566282868385315
절망,0.21625089645385742,-0.3750320374965668
명경,0.2802504301071167,-0.8689076900482178
성취,-0.6283034086227417,-2.1760661602020264
싸움,0.07972944527864456,-1.8522900342941284
존경,-0.08745110034942627,-0.9128181338310242
몰이,0.099425308406353,-0.4026191830635071
무인,0.3386151194572449,-1.439925193786621
연못,-0.034100115299224854,-0.8408927917480469
심령,0.30202463269233704,-0.903745174407959
구슬,-0.005514414049685001,-0.8157290816307068
내공,-0.2137460857629776,-1.9126856327056885
님,-0.072477325797081,-0.736039400100708
하룻밤,-0.15349961817264557,-0.3123832643032074
시,0.3668179214000702,-1.5887730121612549
인물,-0.337037056684494,-1.8876879215240479
식,-0.08576640486717224,-1.7584898471832275
양호,0.35762643814086914,-1.5107988119125366
신,-0.42959246039390564,-1.7403494119644165
쓰레기,-0.008164282888174057,-1.0208512544631958
회전,0.38471269607543945,-1.6827311515808105
심호흡,-0.029381535947322845,-0.46279361844062805
예전,0.028175678104162216,-1.6960300207138062
실,0.4282677173614502,-1.5530331134796143
다,-0.04893523454666138,-1.7448786497116089
어부들,-0.05359089374542236,-0.6355917453765869
음색,0.1525111347436905,-1.166774034500122
무장,0.029138648882508278,-0.7832797765731812
감탄사,0.18506711721420288,-1.117324948310852
전면,0.012803648598492146,-1.1775871515274048
단,0.44881555438041687,-1.6343636512756348
보고서,0.1819327473640442,-1.9114476442337036
심,0.2833990454673767,-1.5926427841186523
달,0.038834504783153534,-1.66923987865448
제자,-0.5294528603553772,-1.6894186735153198
해주시,-0.03007887862622738,-1.1243987083435059
신마,0.4345700144767761,-1.9789551496505737
티,0.028845658525824547,-1.7647231817245483
짐승,0.06500241905450821,-1.3866976499557495
틱,-0.1078602746129036,-1.9740791320800781
한계,0.47532927989959717,-1.5421183109283447
변장,0.3324904143810272,-1.347939372062683
담,-0.05392637848854065,-1.654374361038208
놀라움,0.03073943965137005,-1.8652504682540894
답,0.024741938337683678,-1.6114815473556519
공세,0.23240473866462708,-0.17640309035778046
멸치,0.3492887616157532,-1.4321409463882446
제일,-0.21773125231266022,-1.735325813293457
당,-0.1571609377861023,-1.7387092113494873
입마,-0.10743506252765656,-2.0326695442199707
대,-0.08927260339260101,-1.6826444864273071
단주,0.32790079712867737,-1.4820674657821655
영주,0.41060104966163635,-1.3694144487380981
반찬,0.351966917514801,-1.285132646560669
성기,-0.07151265442371368,-1.081147313117981
쌈,0.33300793170928955,-1.0595117807388306
파,-0.05799473822116852,-1.594252109527588
한곳,0.08177921921014786,-1.0472280979156494
쌍,0.3113964796066284,-1.476719617843628
겨드랑이,0.36465755105018616,-1.3669975996017456
판,0.057755596935749054,-0.8118923902511597
농담,0.31400448083877563,-1.6602568626403809
팔,0.8923102617263794,-1.661470651626587
예정,0.35044291615486145,-1.3236806392669678
콩알,0.4374748170375824,-1.3121113777160645
경력,0.20384296774864197,-1.0236934423446655
독기,0.3091992139816284,-1.3623995780944824
나날,-0.23601652681827545,-1.9004954099655151
경련,0.22784653306007385,-1.5589141845703125
벽력,0.3943937420845032,-1.4106281995773315
주체,0.18141695857048035,-0.5889964699745178
외모,0.22605270147323608,-1.593261480331421
패,0.18851596117019653,-1.1894829273223877
딸아이,0.13319678604602814,-0.9282240271568298
광기,0.27461814880371094,-0.605852484703064
집단,-0.00771341985091567,-1.6056005954742432
형용,0.267452597618103,-1.2912720441818237
별일,-0.011816886253654957,-0.7922966480255127
사팔뜨기,0.20275062322616577,-1.158440113067627
구파,-0.08524259179830551,-1.271071434020996
재앙,0.009460157714784145,-0.37189435958862305
굉음,0.2268533855676651,-0.8103728294372559
경례,-0.03887398913502693,-0.3827763795852661
숨소리,0.13612914085388184,-0.7777053117752075
망연자실,-0.09764207899570465,-0.42915526032447815
전모,0.18774881958961487,-0.7743513584136963
괴짜,-0.012044657953083515,-1.738092303276062
나타,0.30058911442756653,-0.3811042308807373
자루,0.1295396387577057,-1.273983120918274
대화,0.08300714194774628,-1.9045681953430176
암기,0.05137123167514801,-1.8882039785385132
이채,-0.06052781268954277,-0.684815526008606
개미,0.22505465149879456,-0.5298739671707153
동반,0.12194231897592545,-0.9439752101898193
손님,0.1820862591266632,-1.794165849685669
우리집,0.06448549032211304,-1.1000946760177612
독침,-0.18721307814121246,-0.37530776858329773
덕,0.3626563847064972,-1.7700138092041016
부탁,-0.04530080407857895,-1.7360013723373413
보통,-0.06090914458036423,-1.8546396493911743
부상,0.3375656306743622,-1.3662270307540894
문인,-0.19469964504241943,-1.734226107597351
사칭,0.6744303703308105,-1.9674403667449951
내부,0.11255226284265518,-1.586099624633789
무적,-0.016159219667315483,-1.7425570487976074
할아버지,0.33280429244041443,-1.0387980937957764
성깔,-0.16551153361797333,-1.2675232887268066
주변,0.0691445991396904,-1.7278732061386108
강변,0.209695965051651,-0.5932856798171997
다리,0.23800306022167206,-1.64803147315979
물위,0.12733793258666992,-1.3942264318466187
실망,0.21840590238571167,-1.2901564836502075
순수,0.19217883050441742,-2.1356818675994873
계략,-0.08920169621706009,-0.4164101183414459
천벌,0.254019170999527,-0.16959652304649353
손잡이,0.21180236339569092,-1.3391426801681519
교훈,-0.05441342666745186,-1.2536389827728271
최악,0.22836770117282867,-1.3080999851226807
데,-0.168124258518219,-1.6675076484680176
항문,0.26221469044685364,-1.192173719406128
혈조,0.26593223214149475,-0.3191964030265808
요란,0.014010158367455006,-0.7373570203781128
