ax,ay,word
452.42083740234375,-1245.19873046875,검법 
217.33599853515625,378.1062316894531,일정 
-7.4526238441467285,43.24911880493164,탄로 
319.5925598144531,-599.7781372070312,부축 
-518.1731567382812,-314.79180908203125,시인 
-65.20718383789062,-75.28130340576172,독문 
-324.58087158203125,1366.2744140625,동료 
-5.923457622528076,-38.86201477050781,저제 
-424.3236999511719,-1.5086281299591064,종적 
60.89584732055664,955.3204956054688,이중 
-5.315195560455322,-39.147064208984375,사물 
-259.1549072265625,-1282.1025390625,초반 
1187.7958984375,-178.11236572265625,처리 
725.5632934570312,-1556.3470458984375,오랫동안 
-425.8270263671875,-509.6009826660156,일전 
-117.078857421875,1505.6768798828125,주름 
-249.0576629638672,106.45368194580078,부분 
867.650390625,147.93887329101562,소유자 
-1157.595458984375,1662.953369140625,전자 
129.54469299316406,-786.4119262695312,꼬리 
251.65292358398438,-200.0173797607422,부부 
159.14535522460938,110.92235565185547,대파 
-38.8783073425293,5.774980068206787,막내 
310.9787902832031,1482.7598876953125,코웃음 
377.3476257324219,-1325.9910888671875,천하제일 
508.021240234375,-860.0758666992188,바지춤 
314.38818359375,-802.6143188476562,타주 
-522.568359375,-1134.6539306640625,만큼 
1.3249949216842651,189.7422637939453,그리움 
27.207551956176758,-28.365894317626953,잔악 
-769.209716796875,18.381654739379883,고서 
1262.471923828125,773.2992553710938,오랜만 
8.958845138549805,1446.4771728515625,상당수 
204.90992736816406,1538.8267822265625,이새끼 
955.3846435546875,-219.3648223876953,시작 
-20.86309242248535,33.31009292602539,태양 
-1089.7550048828125,347.4893798828125,처지 
-1093.5333251953125,-765.2890625,화가 
-373.6216735839844,-471.33380126953125,사모님 
-39.070945739746094,-4.313776969909668,허공 
811.8244018554688,-657.4873046875,기록 
378.81982421875,271.7088623046875,병신 
806.7548828125,1460.8927001953125,바지 
-1198.360595703125,956.3491821289062,경악 
741.3052978515625,-456.8648681640625,위용 
-981.025146484375,244.9541778564453,지수 
38.21149444580078,13.99685287475586,끈 
299.37353515625,606.461669921875,싸가지 
696.2098999023438,65.50688934326172,만남 
360.5191345214844,458.9750061035156,의견 
-43.46359634399414,-31.55059814453125,질서 
199.12901306152344,220.13803100585938,두목 
-229.796142578125,-1002.0614013671875,기존 
47.56281661987305,4.859010219573975,시장 
-1202.511962890625,413.7165832519531,방음 
-1098.489990234375,91.08457946777344,차이 
1083.248046875,-148.48068237304688,노승 
-1529.7027587890625,-28.338777542114258,형편 
-251.3616485595703,-663.9293823242188,끝 
-28.231048583984375,27.345844268798828,신의 
94.0845947265625,-730.328125,개중 
39.119632720947266,95.4815673828125,재능 
190.64730834960938,-1012.80419921875,교도 
273.3026123046875,1115.462646484375,전적 
-449.37255859375,536.2644653320312,눈싸움 
-128.59727478027344,1200.4326171875,뒤통수 
1074.9383544921875,977.7479858398438,자영 
151.5861053466797,219.9276123046875,부근 
-226.384765625,304.475830078125,운남 
-299.4787292480469,13.422354698181152,격전 
-1202.376708984375,464.0720520019531,약화 
1088.0458984375,723.5115966796875,코피 
-476.94580078125,2.519002676010132,듯이 
-480.83660888671875,835.824462890625,신음 
37.11387634277344,-719.5012817382812,어젯밤 
38.38752365112305,8.502970695495605,만사 
815.7833251953125,1064.707275390625,비오 
-360.3409729003906,-265.75433349609375,자연 
339.082275390625,85.3840103149414,장난기 
294.77825927734375,-203.70889282226562,냉정 
760.61181640625,138.09999084472656,끼 
539.1972045898438,154.35177612304688,마성 
13.14472770690918,-37.041316986083984,왕개 
189.7397918701172,-87.08089447021484,물거품 
-173.64295959472656,-487.2361145019531,노파 
17.845550537109375,-35.01951599121094,배웅 
-1248.7587890625,-329.67071533203125,번개 
532.6964721679688,-197.0160675048828,원구 
12.455408096313477,-464.4165344238281,심혈 
-1309.807861328125,-347.5425720214844,창피 
780.9883422851562,703.3624267578125,이름 
323.34710693359375,-330.1322021484375,천리 
-617.475341796875,606.97216796875,방장 
615.277099609375,291.73486328125,습격 
-217.3179168701172,-989.1139526367188,태연 
534.1654663085938,-482.0274658203125,격려 
-382.0171203613281,-238.35533142089844,인줄 
-36.57121276855469,288.3659362792969,설사약 
119.81897735595703,8.042679786682129,나 
1009.8356323242188,267.15814208984375,가게 
49.887332916259766,-689.0531616210938,낙 
1144.554931640625,-581.1214599609375,유대인 
-338.44720458984375,1150.4395751953125,말끝 
-680.7350463867188,-133.32994079589844,난 
-32.4451789855957,22.355270385742188,제압 
-893.5771484375,841.4078979492188,날 
175.33750915527344,-263.9284362792969,각법 
-116.59092712402344,156.07070922851562,왕거 
1146.147705078125,-363.50140380859375,키 
-459.6735534667969,-822.9031372070312,주먹 
-330.7663879394531,13.91254711151123,아부 
-508.0352478027344,-855.0133056640625,남 
35.848609924316406,16.22553825378418,제때 
433.03289794921875,-260.8495788574219,사 
-976.55908203125,-220.9910125732422,시점 
955.68896484375,842.9556274414062,삭 
-686.8603515625,-77.10028076171875,참여 
607.5987548828125,-1340.5234375,경험 
-233.27191162109375,-882.1749877929688,낮 
-734.24267578125,-209.638671875,반말 
832.4451904296875,173.12815856933594,낯 
32.632972717285156,276.1246337890625,삼매 
472.1529846191406,605.69970703125,산 
926.9629516601562,-45.87242126464844,시전 
-1083.7110595703125,-766.5120849609375,살 
426.22857666015625,-1127.284912109375,안보 
-861.8548583984375,907.5236206054688,내 
13.06175708770752,-37.07398986816406,천마 
-594.2291259765625,-1009.0303955078125,삶 
189.34121704101562,40.6492919921875,정오 
745.007080078125,-860.1746215820312,핏발 
-1284.94189453125,157.6884307861328,열정 
